LEI,ISIN,Emisor / Issuer,Tenedor de la Posición / Position holder,Fecha posición / Position date,Posición corta (%) / Net short position (%)
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Millennium International Management LP, 2017-11-20 ,0.92
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Millennium International Management LP, 2017-11-16 ,0.83
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Millennium International Management LP, 2017-11-10 ,0.7
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Millennium International Management LP, 2017-11-08 ,0.6
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Millennium International Management LP, 2017-11-01 ,0.51
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Millennium International Management LP, 2015-04-30 ,0.51
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Canada Pension Plan Investment Board, 2017-10-30 ,0.39
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Canada Pension Plan Investment Board, 2017-10-27 ,0.71
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Canada Pension Plan Investment Board, 2017-08-25 ,0.81
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Canada Pension Plan Investment Board, 2017-08-24 ,0.76
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Canada Pension Plan Investment Board, 2017-06-02 ,0.67
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Canada Pension Plan Investment Board, 2017-06-01 ,0.83
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Canada Pension Plan Investment Board, 2017-04-11 ,0.65
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-09-26 ,0.45
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-08-18 ,0.59
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-08-16 ,0.66
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-08-10 ,0.79
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-08-08 ,0.9
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-08-07 ,0.95
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-08-03 ,1.06
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-08-01 ,1.17
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-07-31 ,1.28
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-07-28 ,1.44
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-07-27 ,1.61
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-07-21 ,1.5
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-07-17 ,1.42
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-07-13 ,1.37
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-07-12 ,1.42
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-07-07 ,1.36
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-07-06 ,1.41
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-07-03 ,1.31
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-06-29 ,1.2
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-06-27 ,1.11
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-06-21 ,1.03
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-06-19 ,0.99
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-06-12 ,1.0
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-05-18 ,0.99
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-05-16 ,1.03
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-05-12 ,0.95
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-05-11 ,0.89
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-04-28 ,0.96
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-04-25 ,1.05
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-04-10 ,1.19
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-03-15 ,1.21
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-03-08 ,1.1
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-03-02 ,1.01
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-02-27 ,0.94
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-02-23 ,0.89
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-02-22 ,0.53
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-01-16 ,0.53
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2017-01-12 ,0.62
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-12-06 ,0.59
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-11-30 ,0.66
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-11-04 ,0.78
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-10-26 ,0.89
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-10-25 ,0.92
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-10-24 ,1.02
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-10-04 ,0.9
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-10-03 ,0.89
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-09-30 ,0.9
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-09-28 ,0.85
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-09-20 ,0.74
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-09-12 ,0.8
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-09-09 ,0.79
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-08-24 ,0.8
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-08-02 ,0.61
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-07-27 ,0.53
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-02-08 ,0.65
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-01-21 ,0.71
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-01-13 ,0.62
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",GLG Partners LP, 2016-01-05 ,0.55
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",SFM UK Management LLP, 2017-08-11 ,0.48
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",SFM UK Management LLP, 2017-04-19 ,0.5
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-07-31 ,0.16
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-07-28 ,0.82
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-05-15 ,2.06
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-05-12 ,1.81
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-05-02 ,1.61
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-04-25 ,1.53
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-04-24 ,1.37
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-04-04 ,1.25
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-03-30 ,1.47
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-03-29 ,1.55
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-03-28 ,1.68
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-03-21 ,1.76
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-03-06 ,1.63
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-02-16 ,1.58
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2017-02-08 ,1.7
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-12-01 ,1.6
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-11-24 ,1.57
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-11-23 ,1.45
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-11-04 ,1.32
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-10-31 ,1.21
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-08-10 ,1.13
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-08-09 ,1.0
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-08-08 ,0.81
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-08-05 ,0.7
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-07-21 ,0.56
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-05-05 ,0.6
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-04-12 ,0.57
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-04-08 ,0.69
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-04-07 ,0.84
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-04-05 ,0.98
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-03-01 ,1.1
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-02-29 ,1.09
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-02-01 ,1.15
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-01-15 ,1.03
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2016-01-11 ,1.15
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2015-12-09 ,0.97
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2015-11-17 ,0.85
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2015-11-16 ,0.6
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",AKO Capital LLP, 2015-11-13 ,0.55
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Highbridge Capital Management LLC, 2017-07-27 ,0.47
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Highbridge Capital Management LLC, 2017-07-26 ,0.5
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Highbridge Capital Management LLC, 2017-06-21 ,0.57
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Highbridge Capital Management LLC, 2017-06-20 ,0.61
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Highbridge Capital Management LLC, 2017-03-29 ,0.52
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Millennium Capital Partners LLP, 2017-05-16 ,0.42
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Millennium Capital Partners LLP, 2017-05-10 ,0.51
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",SFM UK Management LLP, 2017-04-19 ,0.5
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",SFM UK Management LLP, 2017-04-19 ,0.5
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Wellington Managment Company, LLP", 2017-03-27 ,0.42
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Wellington Managment Company, LLP", 2017-03-09 ,0.55
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Oxford Asset Management, 2017-02-28 ,0.42
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Oxford Asset Management, 2017-02-01 ,0.55
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Oxford Asset Management, 2017-01-31 ,0.6
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Oxford Asset Management, 2016-12-13 ,0.52
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Oxford Asset Management, 2017-02-01 ,0.55
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Oxford Asset Management, 2017-02-01 ,0.55
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Oxford Asset Management, 2017-01-31 ,0.6
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Oxford Asset Management, 2016-12-13 ,0.52
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-11-03 ,0.48
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-10-31 ,0.59
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-10-25 ,0.62
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-10-24 ,0.76
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-10-20 ,0.82
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-10-18 ,0.98
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-09-28 ,1.08
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-09-21 ,1.1
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-07-27 ,1.09
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-05-27 ,1.11
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-05-13 ,1.03
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-05-12 ,0.98
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-04-18 ,0.56
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-02-24 ,0.69
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-02-17 ,0.74
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2016-02-05 ,0.62
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2015-11-06 ,0.54
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Dalton Strategic Partnership LLP, 2015-10-12 ,0.52
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Kintbury Capital LLP, 2016-10-07 ,0.46
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Kintbury Capital LLP, 2016-04-21 ,0.51
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Kintbury Capital LLP, 2016-04-01 ,0.59
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Kintbury Capital LLP, 2016-03-08 ,0.45
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",Kintbury Capital LLP, 2016-02-26 ,0.53
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Two Creeks Capital Management, LP", 2016-08-11 ,0.37
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Two Creeks Capital Management, LP", 2016-07-26 ,0.69
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Two Creeks Capital Management, LP", 2016-07-25 ,0.88
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Two Creeks Capital Management, LP", 2016-07-21 ,0.99
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Two Creeks Capital Management, LP", 2016-07-15 ,1.07
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Two Creeks Capital Management, LP", 2016-07-13 ,1.18
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Two Creeks Capital Management, LP", 2016-06-24 ,1.2
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Two Creeks Capital Management, LP", 2016-06-13 ,1.59
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Two Creeks Capital Management, LP", 2015-10-07 ,1.65
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Two Creeks Capital Management, LP", 2015-08-21 ,1.55
54930063C6K2TNFL6H10,ES0126775032,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","Two Creeks Capital Management, LP", 2015-08-18 ,1.45
